"product_name","total_sales","total_profit","profit_prcnt"
"Advantus 10-Drawer Portable Organizer Chrome Metal Frame Smoke Drawers",1052,278,26.42585551330798479100
"Recycled Steel Personal File for Hanging File Folders",1052,152,14.44866920152091254800
"Howard Miller 13 Diameter Pewter Finish Round Wall Clock",1049,339,32.31649189704480457600
"GBC Twin Loop Wire Binding Elements",1042,259,24.85604606525911708300
"Howard Miller 13 Diameter Goldtone Round Wall Clock",1042,294,28.21497120921305182300
"Eureka The Boss Lite 10-Amp Upright Vacuum Blue",1042,292,28.02303262955854126700
"Logitech G13 Programmable Gameboard with LCD Display",1040,43,4.13461538461538461500
"Star Micronics TSP100 TSP143LAN Receipt Printer",1036,269,25.96525096525096525100
"Okidata B400 Printer",1029,116,11.27308066083576287700
"Snap-A-Way Black Print Carbonless Ruled Speed Letter Triplicate",1017,453,44.54277286135693215300
"Belkin 325VA UPS Surge Protector 6'",1016,108,10.62992125984251968500
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49",1012,152,15.01976284584980237200
"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",1009,343,33.99405351833498513400
"WD My Passport Ultra 1TB Portable External Hard Drive",1008,35,3.47222222222222222200
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer Copier Scanner",1008,43,4.26587301587301587300
"Tenex B1-RE Series Chair Mats for Low Pile Carpets",1003,126,12.56231306081754735800
"Nortel Business Series Terminal T7208 Digital phone",1001,99,9.89010989010989011000
"Home/Office Personal File Carts",981,197,20.08154943934760448500
"Xerox 1909",971,401,41.29763130792996910400
"Global Italian Leather Office Chair",969,204,21.05263157894736842100
"Hon Every-Day Chair Series Swivel Task Chairs",968,12,1.23966942148760330600
"Xerox 1885",960,460,47.91666666666666666700
"Xerox 1914",957,425,44.40961337513061651000
"Belkin Premiere Surge Master II 8-outlet surge protector",951,54,5.67823343848580441600
"Howard Miller 13-1/2 Diameter Rosebrook Wall Clock",950,248,26.10526315789473684200
"Eureka The Boss Cordless Rechargeable Stick Vac",949,241,25.39515279241306638600
"Tyvek Interoffice Envelopes 9 1/2 x 12 1/2 100/Box",939,421,44.83493077742279020200
"Tripp Lite TLP810NET Broadband Surge for Modem/Fax",938,130,13.85927505330490405100
"Steel Personal Filing/Posting Tote",938,185,19.72281449893390191900
"Fellowes Premier Superior Surge Suppressor 10-Outlet With Phone and Remote",931,168,18.04511278195488721800
"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",928,37,3.98706896551724137900
"Ativa MDM8000 8-Sheet Micro-Cut Shredder",918,393,42.81045751633986928100
"Cisco SPA508G",911,208,22.83205268935236004400
"White Dual Perf Computer Printout Paper 2700 Sheets 1 Part Heavyweight 20 lbs. 14 7/8 x 11",910,408,44.83516483516483516500
"Plantronics Cordless Phone Headset with In-line Volume - M214C",909,219,24.09240924092409240900
"LG Electronics Tone+ HBS-730 Bluetooth Headset",905,133,14.69613259668508287300
"Global Stack Chair without Arms Black",902,45,4.98891352549889135300
"Sony 64GB Class 10 Micro SDHC R40 Memory Card",900,133,14.77777777777777777800
"Vinyl Sectional Post Binders",900,148,16.44444444444444444400
"Eldon Portable Mobile Manager",899,197,21.91323692992213570600
"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB",889,196,22.04724409448818897600
"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",883,38,4.30351075877689694200
"Cisco Small Business SPA 502G VoIP phone",882,60,6.80272108843537415000
"Safco Chair Connectors 6/Carton",881,171,19.40976163450624290600
"Xerox 1883",881,354,40.18161180476730987500
"Xerox 1960",880,334,37.95454545454545454500
"Boston School Pro Electric Pencil Sharpener 1670",873,150,17.18213058419243986300
"Fellowes Superior 10 Outlet Split Surge Protector",867,57,6.57439446366782006900
"Executive Impressions Supervisor Wall Clock",866,265,30.60046189376443418000
"Xerox 1913",865,375,43.35260115606936416200
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",859,201,23.39930151338766007000
"Green Bar Computer Printout Paper",858,382,44.52214452214452214500
"Hon Metal Bookcases Gray",852,229,26.87793427230046948400
"Panasonic Kx-TS550",846,95,11.22931442080378250600
"Plantronics 81402",845,112,13.25443786982248520700
"GBC VeloBinder Manual Binding System",843,279,33.09608540925266903900
"Xerox 1916",831,342,41.15523465703971119100
"Advantus Employee of the Month Certificate Frame 11 x 13-1/2",823,311,37.78857837181044957500
"Global Chrome Stack Chair",816,16,1.96078431372549019600
"Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center",812,236,29.06403940886699507400
"Grandstream GXP1160 VoIP phone",804,157,19.52736318407960199000
"Global Stack Chair with Arms Black",804,125,15.54726368159203980100
"Safco Value Mate Steel Bookcase Baked Enamel Finish on Steel Black",803,106,13.20049813200498132000
"Logitech MX Performance Wireless Mouse",791,213,26.92793931731984829300
"Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",786,148,18.82951653944020356200
"Blue String-Tie & Button Interoffice Envelopes 10 x 13",784,300,38.26530612244897959200
"JBL Micro Wireless Portable Bluetooth Speaker",780,15,1.92307692307692307700
"GBC Premium Transparent Covers with Diagonal Lined Pattern",780,50,6.41025641025641025600
"Logitech Desktop MK120 Mouse and keyboard Combo",777,44,5.66280566280566280600
"Eldon Radial Chair Mat for Low to Medium Pile Carpets",776,136,17.52577319587628866000
"Logitech Trackman Marble Mouse",774,287,37.08010335917312661500
"Belkin F9G930V10-GRY 9 Outlet Surge",770,162,21.03896103896103896100
"Xerox 191",768,355,46.22395833333333333300
"Global Deluxe Stacking Chair Gray",764,78,10.20942408376963350800
"Logitech G105 Gaming Keyboard",759,78,10.27667984189723320200
"Fellowes 8 Outlet Superior Workstation Surge Protector",758,167,22.03166226912928759900
"AT&T CL2909",755,51,6.75496688741721854300
"Staples",755,289,38.27814569536423841100
"Xerox 1951",755,244,32.31788079470198675500
"Premium Transparent Presentation Covers by GBC",754,282,37.40053050397877984100
"Clarity 53712",753,69,9.16334661354581673300
"Bush Mission Pointe Library",749,24,3.20427236315086782400
"Ibico Recycled Linen-Style Covers",749,262,34.97997329773030707600
"Plantronics Encore H101 Dual Earpieces Headset",747,165,22.08835341365461847400
"Innergie mMini Combo Duo USB Travel Charging Kit",747,302,40.42838018741633199500
"Xerox 1943",744,329,44.22043010752688172000
"Logitech B530 USB Headset - headset - Full size Binaural",741,66,8.90688259109311740900
"Belkin 8 Outlet SurgeMaster II Gold Surge Protector",738,90,12.19512195121951219500
"Bush Cubix Collection Bookcases Fully Assembled",729,49,6.72153635116598079600
"RCA ViSYS 25825 Wireless digital phone",728,91,12.50000000000000000000
"Xerox 1964",723,315,43.56846473029045643200
"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",720,281,39.02777777777777777800
"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays",710,206,29.01408450704225352100
"Avaya 4621SW VoIP phone",708,80,11.29943502824858757100
"WD My Passport Ultra 500GB Portable External Hard Drive",708,120,16.94915254237288135600
"SAFCO Folding Chair Trolley",706,151,21.38810198300283286100
"Panasonic KP-380BK Classic Electric Pencil Sharpener",705,111,15.74468085106382978700
"Lock-Up Easel 'Spel-Binder'",705,39,5.53191489361702127700
"Deflect-o EconoMat Nonstudded No Bevel Mat",703,124,17.63869132290184921800
"iHome FM Clock Radio with Lightning Dock",700,16,2.28571428571428571400
"Premium Transparent Presentation Covers No Pattern/Clear 8 1/2 x 11",698,90,12.89398280802292263600
"Euro-Pro Shark Turbo Vacuum",694,143,20.60518731988472622500
"OtterBox Defender Series Case - Samsung Galaxy S4",690,123,17.82608695652173913000
"Metal Folding Chairs Beige 4/Carton",687,116,16.88500727802037845700
"Tops White Computer Printout Paper",686,322,46.93877551020408163300
"Safco Steel Mobile File Cart",684,122,17.83625730994152046800
"Howard Miller 11-1/2 Diameter Brentwood Wall Clock",681,255,37.44493392070484581500
"Flat Face Poster Frame",680,122,17.94117647058823529400
"Holmes Harmony HEPA Air Purifier for 17 x 20 Room",675,290,42.96296296296296296300
"Deflect-o DuraMat Lighweight Studded Beveled Mat for Low Pile Carpeting",673,73,10.84695393759286775600
"Hunt Boston Vacuum Mount KS Pencil Sharpener",672,153,22.76785714285714285700
"Tuf-Vin Binders",670,236,35.22388059701492537300
"Binding Machine Supplies",668,183,27.39520958083832335300
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",665,44,6.61654135338345864700
"Panasonic KX T7731-B Digital phone",660,76,11.51515151515151515200
"Surelock Post Binders",655,211,32.21374045801526717600
"Xerox 1886",653,303,46.40122511485451761100
"Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",648,168,25.92592592592592592600
"Avery 485",639,300,46.94835680751173708900
"Safco Drafting Table",638,35,5.48589341692789968700
"Computer Room Manger 14",636,179,28.14465408805031446500
"Strathmore #10 Envelopes Ultimate White",632,309,48.89240506329113924100
"Belkin 7 Outlet SurgeMaster II",631,176,27.89223454833597464300
"TRENDnet 56K USB 2.0 Phone Internet and Fax Modem",625,212,33.92000000000000000000
"Xerox 1880",624,286,45.83333333333333333300
"BOSTON Ranger #55 Pencil Sharpener Black",619,121,19.54765751211631664000
"Xerox 1882",617,272,44.08427876823338735800
"Xerox 1940",616,280,45.45454545454545454500
"Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",614,128,20.84690553745928338800
"Tyvek  Top-Opening Peel & Seel  Envelopes Gray",612,274,44.77124183006535947700
"Companion Letter/Legal File Black",612,149,24.34640522875816993500
"Performers Binder/Pad Holder Black",610,106,17.37704918032786885200
"Xerox 1911",605,280,46.28099173553719008300
"Xblue XB-1670-86 X16 Small Office Telephone - Titanium",605,132,21.81818181818181818200
"Office Star - Task Chair with Contemporary Loop Arms",601,47,7.82029950083194675500
"Lexmark 20R1285 X6650 Wireless All-in-One Printer",600,219,36.50000000000000000000
"Hewlett-Packard Deskjet 5550 Printer",597,50,8.37520938023450586300
"Grandstream GXP2100 Mainstream Business Phone",597,45,7.53768844221105527600
"Xerox 1942",597,277,46.39865996649916247900
"Xerox Color Copier Paper 11 x 17 Ream",593,262,44.18212478920741989900
"Microsoft Wireless Mobile Mouse 4000",592,184,31.08108108108108108100
"Panasonic KX TS3282B Corded phone",591,45,7.61421319796954314700
"Xerox 1910",585,235,40.17094017094017094000
"Wilson Jones Century Plastic Molded Ring Binders",585,55,9.40170940170940170900
"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",583,58,9.94854202401372212700
"Dana Fluorescent Magnifying Lamp White 36",581,80,13.76936316695352839900
"Xerox 1991",577,256,44.36741767764298093600
"Howard Miller 16 Diameter Gallery Wall Clock",576,108,18.75000000000000000000
"Canon PC170 Desktop Personal Copier",576,68,11.80555555555555555600
"Avery 477",575,244,42.43478260869565217400
"Xerox 1944",574,257,44.77351916376306620200
"Panasonic KP-150 Electric Pencil Sharpener",573,127,22.16404886561954624800
"PureGear Roll-On Screen Protector",572,218,38.11188811188811188800
"First Data TMFD35 PIN Pad",571,120,21.01576182136602451800
"Tyvek  Top-Opening Peel & Seel Envelopes Plain White",571,225,39.40455341506129597200
"Green Canvas Binder for 8-1/2 x 14 Sheets",568,162,28.52112676056338028200
"Sanford 52201 APSCO Electric Pencil Sharpener",566,141,24.91166077738515901100
"Belkin F8E887 USB Wired Ergonomic Keyboard",564,67,11.87943262411347517700
"Eldon Advantage Chair Mats for Low to Medium Pile Carpets",563,56,9.94671403197158081700
"Belkin F9M820V08 8 Outlet Surge",558,101,18.10035842293906810000
"Microsoft Natural Ergonomic Keyboard 4000",558,107,19.17562724014336917600
"Memorex Micro Travel Drive 16 GB",557,127,22.80071813285457809700
"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges",554,157,28.33935018050541516200
"Jet-Pak Recycled Peel 'N' Seal Padded Mailers",553,178,32.18806509945750452100
"Logitech Wireless Anywhere Mouse MX for PC and Mac",552,90,16.30434782608695652200
"12-1/2 Diameter Round Wall Clock",552,91,16.48550724637681159400
"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ",550,121,22.00000000000000000000
"Conquest 14 Commercial Heavy-Duty Upright Vacuum Collection System Accessory Kit",547,62,11.33455210237659963400
"Eldon Delta Triangular Chair Mat 52 x 58 Clear",546,17,3.11355311355311355300
"Panasonic Business Telephones KX-T7736",546,164,30.03663003663003663000
"Avery Trapezoid Ring Binder 3 Capacity Black 1040 sheets",545,85,15.59633027522935779800
"Xerox 1884",544,205,37.68382352941176470600
"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",543,96,17.67955801104972375700
"Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",542,227,41.88191881918819188200
"Xerox 1935",539,240,44.52690166975881261600
"Tensor Computer Mounted Lamp",536,144,26.86567164179104477600
"Memorex Froggy Flash Drive 8 GB",535,190,35.51401869158878504700
"Boston KS Multi-Size Manual Pencil Sharpener",534,120,22.47191011235955056200
"Logitech ClearChat Comfort/USB Headset H390",533,161,30.20637898686679174500
"Wilson Jones Legal Size Ring Binders",532,48,9.02255639097744360900
"Newell 334",531,136,25.61205273069679849300
"Howard Miller Distant Time Traveler Alarm Clock",531,193,36.34651600753295668500
"Staple holder",530,120,22.64150943396226415100
"Southworth 25% Cotton Premium Laser Paper and Envelopes",528,237,44.88636363636363636400
"Boston Electric Pencil Sharpener Model 1818 Charcoal Black",523,120,22.94455066921606118500
"Alphabetical Labels for Top Tab Filing",520,245,47.11538461538461538500
"Decoflex Hanging Personal Folder File Blue",520,123,23.65384615384615384600
"Rogers Profile Extra Capacity Storage Tub",519,5,0.96339113680154142600
"Tenex Personal Project File with Scoop Front Design Black",517,121,23.40425531914893617000
"Xerox 1889",517,237,45.84139264990328820100
"Cisco SPA112 2 Port Phone Adapter",517,88,17.02127659574468085100
"Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",517,125,24.17794970986460348200
"Nokia Lumia 521 (T-Mobile)",516,84,16.27906976744186046500
"Bionaire Personal Warm Mist Humidifier/Vaporizer",516,202,39.14728682170542635700
"Xerox 1887",513,217,42.30019493177387914200
"DAX Natural Wood-Tone Poster Frame",513,124,24.17153996101364522400
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back 8-1/2x11 25/Bx",513,24,4.67836257309941520500
"Newell 319",512,124,24.21875000000000000000
"DataProducts Ampli Magnifier Task Lamp Black",508,99,19.48818897637795275600
"Socket Bluetooth Cordless Hand Scanner (CHS)",506,177,34.98023715415019762800
"Deluxe Heavy-Duty Vinyl Round Ring Binder",505,89,17.62376237623762376200
"Logitech Media Keyboard K200",504,50,9.92063492063492063500
"Maxell 74 Minute CD-R Spindle 50/Pack",504,181,35.91269841269841269800
"Xerox 197",502,196,39.04382470119521912400
"Howard Miller 11-1/2 Diameter Grantwood Wall Clock",501,101,20.15968063872255489000
"Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",500,99,19.80000000000000000000
"Xerox 1937",500,200,40.00000000000000000000
"Jensen SMPS-640 - speaker phone",496,88,17.74193548387096774200
"GE DSL Phone Line Filter",496,71,14.31451612903225806500
"Belkin QODE FastFit Bluetooth Keyboard",496,16,3.22580645161290322600
"BOSTON Model 1800 Electric Pencil Sharpeners Putty/Woodgrain",496,114,22.98387096774193548400
"Samsung HM1900 Bluetooth Headset",493,196,39.75659229208924949300
"Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ",492,33,6.70731707317073170700
"Xerox 1925",489,183,37.42331288343558282200
"#10 White Business Envelopes4 1/8 x 9 1/2",489,224,45.80777096114519427400
"GBC Recycled VeloBinder Covers",488,102,20.90163934426229508200
"24-Hour Round Wall Clock",488,180,36.88524590163934426200
"Sortfiler Multipurpose Personal File Organizer Black",482,119,24.68879668049792531100
"AT&T CL82213",481,130,27.02702702702702702700
"NeatDesk Desktop Scanner & Digital Filing System",480,56,11.66666666666666666700
"Cherry 142-key Programmable Keyboard",480,53,11.04166666666666666700
"Staples in misc. colors",479,124,25.88726513569937369500
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5 4S 4",479,116,24.21711899791231732800
"Kingston Digital DataTraveler 16GB USB 2.0",479,65,13.56993736951983298500
"Newell 345",479,93,19.41544885177453027100
"Howard Miller 12 Round Wall Clock",479,128,26.72233820459290187900
"Fellowes Super Stor/Drawer",478,68,14.22594142259414225900
"DAX Wood Document Frame",476,127,26.68067226890756302500
"AT&T SB67148 SynJ",476,89,18.69747899159663865500
"Tenex V2T-RE Standard Weight Series Chair Mat 45 x 53 Lip 25 x 12",469,51,10.87420042643923240900
"Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...",468,144,30.76923076923076923100
"Jackery Bar Premium Fast-charging Portable Charger",468,193,41.23931623931623931600
"Enermax Briskie RF Wireless Keyboard and Mouse Combo",468,149,31.83760683760683760700
"GBC Recycled Grain Textured Covers",467,107,22.91220556745182012800
"Seth Thomas 14 Day/Date Wall Clock",467,163,34.90364025695931477500
"GBC Standard Therm-A-Bind Covers",466,7,1.50214592274678111600
"Ricoh - Ink Collector Unit for GX3000 Series Printers",466,37,7.93991416309012875500
"Belkin F5C206VTEL 6 Outlet Surge",465,110,23.65591397849462365600
"Electrix Fluorescent Magnifier Lamps & Weighted Base",464,73,15.73275862068965517200
"Newell 34",462,91,19.69696969696969697000
"Personal Filing Tote with Lid Black/Gray",461,113,24.51193058568329718000
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles 3 7/8 Cut 8L",460,103,22.39130434782608695700
"IBM Multi-Purpose Copy Paper 8 1/2 x 11 Case",459,186,40.52287581699346405200
"Acco Perma 4000 Stacking Storage Drawers",457,30,6.56455142231947483600
"DAX Black Cherry Wood-Tone Poster Frame",455,61,13.40659340659340659300
"Xerox 1881",455,208,45.71428571428571428600
"9-3/4 Diameter Round Wall Clock",455,183,40.21978021978021978000
"Acco Smartsocket Table Surge Protector 6 Color-Coded Adapter Outlets",453,105,23.17880794701986755000
"Panasonic KX - TS880B Telephone",453,123,27.15231788079470198700
"Poly Designer Cover & Back",452,107,23.67256637168141592900
"Mobile Personal File Cube",450,91,20.22222222222222222200
"HP Officejet Pro 8600 e-All-In-One Printer Copier Scanner Fax",450,48,10.66666666666666666700
"Acme 10 Easy Grip Assistive Scissors",449,132,29.39866369710467706000
"Hewlett-Packard Deskjet D4360 Printer",448,140,31.25000000000000000000
"Imation Clip USB flash drive - 8 GB",444,2,0.45045045045045045000
"Boston 16801 Nautilus Battery Pencil Sharpener",444,70,15.76576576576576576600
"Xerox 194",443,185,41.76072234762979684000
"invisibleSHIELD by ZAGG Smudge-Free Screen Protector",442,170,38.46153846153846153800
"Seth Thomas 16 Steel Case Clock",442,28,6.33484162895927601800
"Micro Innovations USB RF Wireless Keyboard with Mouse",440,86,19.54545454545454545500
"Deflect-o SuperTray Unbreakable Stackable Tray Letter Black",438,139,31.73515981735159817400
"Prismacolor Color Pencil Set",437,155,35.46910755148741418800
"Fellowes Basic Home/Office Series Surge Protectors",437,59,13.50114416475972540000
"Floodlight Indoor Halogen Bulbs 1 Bulb per Pack 60 Watts",436,198,45.41284403669724770600
"GBC Prepunched Paper 19-Hole for Binding Systems 24-lb",434,125,28.80184331797235023000
"Acco 6 Outlet Guardian Premium Surge Suppressor",433,61,14.08775981524249422600
"Dixon Ticonderoga Core-Lock Colored Pencils 48-Color Set",431,166,38.51508120649651972200
"Cisco SPA525G2 IP Phone - Wireless",428,43,10.04672897196261682200
"Advantus Rolling Storage Box",427,91,21.31147540983606557400
"O'Sullivan Cherrywood Estates Traditional Bookcase",425,27,6.35294117647058823500
"Canvas Sectional Post Binders",423,59,13.94799054373522458600
"14-7/8 x 11 Blue Bar Computer Printout Paper",422,172,40.75829383886255924200
"Staple-based wall hangings",422,122,28.90995260663507109000
"Round Specialty Laser Printer Labels",421,162,38.47980997624703087900
"Perixx PERIBOARD-512B Ergonomic Split Keyboard",420,29,6.90476190476190476200
"Motorla HX550 Universal Bluetooth Headset",420,123,29.28571428571428571400
"Xerox 1939",418,200,47.84688995215311004800
"Xerox 19",415,160,38.55421686746987951800
"Acco Flexible ACCOHIDE Square Ring Data Binder Dark Blue 11 1/2 X 14 7/8",411,111,27.00729927007299270100
"Nu-Dell Executive Frame",409,98,23.96088019559902200500
"Kensington 6 Outlet Guardian Standard Surge Protector",408,112,27.45098039215686274500
"Tennsco Lockers Sand",408,57,13.97058823529411764700
"Computer Printout Paper with Letter-Trim Perforations",407,169,41.52334152334152334200
"Safco Wire Cube Shelving System For Use as 4 or 5 14 Cubes Black",407,14,3.43980343980343980300
"TOPS Carbonless Receipt Book Four 2-3/4 x 7-1/4 Money Receipts per Page",407,180,44.22604422604422604400
"Boston Model 1800 Electric Pencil Sharpener Gray",406,109,26.84729064039408867000
"Model L Table or Wall-Mount Pencil Sharpener",403,91,22.58064516129032258100
"Lexmark X 9575 Professional All-in-One Color Printer",396,190,47.97979797979797979800
"Griffin GC17055 Auxiliary Audio Cable",396,47,11.86868686868686868700
"Seth Thomas 12 Clock w/ Goldtone Case",391,133,34.01534526854219948800
"Boston 1799 Powerhouse Electric Pencil Sharpener",390,109,27.94871794871794871800
"Ibico Standard Transparent Covers",390,105,26.92307692307692307700
"Logitech Wireless Headset H600 Over-The-Head Design",387,133,34.36692506459948320400
"Cisco Desktop Collaboration Experience DX650 IP Video Phone",386,130,33.67875647668393782400
"XtraLife ClearVue Slant-D Ring Binder White 3",386,77,19.94818652849740932600
"Fellowes Advanced Computer Series Surge Protectors",385,100,25.97402597402597402600
"Logitech Wireless Boombox Speaker - portable - wireless wired",383,149,38.90339425587467362900
"Memorex Micro Travel Drive 32 GB",380,131,34.47368421052631578900
"Clear Mylar Reinforcing Strips",379,89,23.48284960422163588400
"AT&T EL51110 DECT",378,110,29.10052910052910052900
"Executive Impressions 14",377,167,44.29708222811671087500
"Globe Weis Peel & Seel First Class Envelopes",376,166,44.14893617021276595700
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc 15/Pack",374,26,6.95187165775401069500
"Maxell Pro 80 Minute CD-R 10/Pack",374,122,32.62032085561497326200
"Acco Perma 3000 Stacking Storage Drawers",374,17,4.54545454545454545500
"Avery 505",373,166,44.50402144772117962500
"GBC Durable Plastic Covers",370,14,3.78378378378378378400
"Multi-Use Personal File Cart and Caster Set Three Stacking Bins",370,93,25.13513513513513513500
"Lenovo 17-Key USB Numeric Keypad",367,22,5.99455040871934604900
"Logitech Wireless Touch Keyboard K400",365,54,14.79452054794520547900
"Belkin 325VA UPS Surge Protector 6",363,91,25.06887052341597796100
"SanDisk Cruzer 32 GB USB Flash Drive",361,101,27.97783933518005540200
"KeyTronic 6101 Series - Keyboard - Black",361,128,35.45706371191135734100
"Eldon Executive Woodline II Desk Accessories Mahogany",361,49,13.57340720221606648200
"Microsoft Arc Touch Mouse",360,91,25.27777777777777777800
"Holmes Odor Grabber",358,67,18.71508379888268156400
"Seth Thomas 14 Putty-Colored Wall Clock",358,94,26.25698324022346368700
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",357,22,6.16246498599439775900
"Kingston Digital DataTraveler 32GB USB 2.0",357,5,1.40056022408963585400
"Aluminum Screw Posts",354,43,12.14689265536723163800
"Pizazz Global Quick File",354,93,26.27118644067796610200
"Xerox 1929",352,156,44.31818181818181818200
"I.R.I.S IRISCard Anywhere 5 Card Scanner",351,152,43.30484330484330484300
"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",351,9,2.56410256410256410300
"Executive Impressions 14 Contract Wall Clock",346,94,27.16763005780346820800
"SimpliFile Personal File Black Granite 15w x 6-15/16d x 11-1/4h",346,87,25.14450867052023121400
"Trimflex Flexible Post Binders",346,113,32.65895953757225433500
"Eldon Simplefile Box Office",346,76,21.96531791907514450900
"2300 Heavy-Duty Transfer File Systems by Perma",345,21,6.08695652173913043500
"Fellowes Mighty 8 Compact Surge Protector",345,66,19.13043478260869565200
"GBC VeloBind Cover Sets",343,19,5.53935860058309037900
"Tops Green Bar Computer Printout Paper",343,170,49.56268221574344023300
"Sterilite Officeware Hinged File Box",343,76,22.15743440233236151600
"Acco Six-Outlet Power Strip 4' Cord Length",343,81,23.61516034985422740500
"Boston 19500 Mighty Mite Electric Pencil Sharpener",341,92,26.97947214076246334300
"Letter Size File",341,60,17.59530791788856305000
"Classic Ivory Antique Telephone ZL1810",341,40,11.73020527859237536700
"Tenex File Box Personal Filing Tote with Lid Black",340,63,18.52941176470588235300
"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",340,23,6.76470588235294117600
"Luxo Economy Swing Arm Lamp",340,94,27.64705882352941176500
"White Business Envelopes with Contemporary Seam Recycled White Business Envelopes",338,151,44.67455621301775147900
"Wasp CCD Handheld Bar Code Reader",337,45,13.35311572700296735900
"BlueLounge Milo Smartphone Stand White/Metallic",336,77,22.91666666666666666700
"Square Ring Data Binders Rigid 75 Pt. Covers 11 x 14-7/8",335,98,29.25373134328358209000
"Contract Clock 14 Brown",335,28,8.35820895522388059700
"Holmes 99% HEPA Air Purifier",334,87,26.04790419161676646700
"Xerox 226",334,155,46.40718562874251497000
"Eldon Econocleat Chair Mats for Low Pile Carpets",331,40,12.08459214501510574000
"Bulldog Vacuum Base Pencil Sharpener",331,60,18.12688821752265861000
"Xerox 1979",329,141,42.85714285714285714300
"Multimedia Mailers",326,150,46.01226993865030674800
"KeyTronic E03601U1 - Keyboard - Beige",324,57,17.59259259259259259300
"RCA ViSYS 25425RE1 Corded phone",324,36,11.11111111111111111100
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse",322,106,32.91925465838509316800
"Personal Creations Ink Jet Cards and Labels",322,158,49.06832298136645962700
"White Envelopes White Envelopes with Clear Poly Window",320,139,43.43750000000000000000
"Konica Minolta magicolor 1690MF Multifunction Printer",320,118,36.87500000000000000000
"X-Rack File for Hanging Folders",319,69,21.63009404388714733500
"Executive Impressions 13 Clairmont Wall Clock",316,89,28.16455696202531645600
"Seth Thomas 13 1/2 Wall Clock",316,72,22.78481012658227848100
"GBC Pre-Punched Binding Paper Plastic White 8-1/2 x 11",311,52,16.72025723472668810300
"Executive Impressions 14 Two-Color Numerals Wall Clock",310,94,30.32258064516129032300
"Recycled Easel Ring Binders",309,22,7.11974110032362459500
"Fiskars Softgrip Scissors",308,84,27.27272727272727272700
"Acme Box Cutter Scissors",306,72,23.52941176470588235300
"Eldon Fold 'N Roll Cart System",302,64,21.19205298013245033100
"Lexmark S315 Color Inkjet Printer",300,35,11.66666666666666666700
"Tensor Track Tree Floor Lamp",300,38,12.66666666666666666700
"Coloredge Poster Frame",299,117,39.13043478260869565200
"Memorex Micro Travel Drive 8 GB",299,115,38.46153846153846153800
"Boston Home & Office Model 2000 Electric Pencil Sharpeners",298,69,23.15436241610738255000
"Vinyl Coated Wire Paper Clips in Organizer Box 800/Box",296,120,40.54054054054054054100
"Maxell DVD-RAM Discs",296,128,43.24324324324324324300
"Xerox 1933",295,139,47.11864406779661016900
"Stanley Contemporary Battery Pencil Sharpeners",294,63,21.42857142857142857100
"Micropad Numeric Keypads",292,67,22.94520547945205479500
"DAX Contemporary Wood Frame with Silver Metal Mat Desktop 11 x 14 Size",291,98,33.67697594501718213100
"Peel-Off China Markers",289,112,38.75432525951557093400
"Acco Data Flex Cable Posts For Top & Bottom Load Binders 6 Capacity",287,64,22.29965156794425087100
"OtterBox Commuter Series Case - iPhone 5 & 5s",286,103,36.01398601398601398600
"#10- 4 1/8 x 9 1/2 Recycled Envelopes",285,115,40.35087719298245614000
"Fellowes Personal Hanging Folder Files Navy",285,53,18.59649122807017543900
